rep,ID,time,prediction_iwRes,iwRes_simulated,iwRes_simulated_simBlq,censored,split,color,filter
1,1,1,7.5547,0.680197,0.680197,0,All,#4682B4,0
2,1,1,6.4464,1.46116,1.46116,0,All,#4682B4,0
3,1,1,7.46042,0.746634,0.746634,0,All,#4682B4,0
4,1,1,7.79014,0.514293,0.514293,0,All,#4682B4,0
5,1,1,8.66518,-0.102298,-0.102298,0,All,#4682B4,0
6,1,1,7.14017,0.972297,0.972297,0,All,#4682B4,0
7,1,1,7.49586,0.721662,0.721662,0,All,#4682B4,0
8,1,1,7.91912,0.423409,0.423409,0,All,#4682B4,0
9,1,1,8.51853,0.00103596,0.00103596,0,All,#4682B4,0
10,1,1,7.83089,0.485581,0.485581,0,All,#4682B4,0
11,1,1,7.68219,0.590364,0.590364,0,All,#4682B4,0
12,1,1,8.3951,0.0880082,0.0880082,0,All,#4682B4,0
13,1,1,6.77665,1.22845,1.22845,0,All,#4682B4,0
14,1,1,8.07789,0.311529,0.311529,0,All,#4682B4,0
15,1,1,6.88867,1.14952,1.14952,0,All,#4682B4,0
16,1,1,6.04693,1.74265,1.74265,0,All,#4682B4,0
17,1,1,7.35334,0.822084,0.822084,0,All,#4682B4,0
18,1,1,8.3762,0.101331,0.101331,0,All,#4682B4,0
19,1,1,8.35642,0.115264,0.115264,0,All,#4682B4,0
20,1,1,8.19755,0.227216,0.227216,0,All,#4682B4,0
21,1,1,7.64486,0.616668,0.616668,0,All,#4682B4,0
1,1,5,6.12738,0.755818,0.755818,0,All,#4682B4,0
2,1,5,5.56906,1.14925,1.14925,0,All,#4682B4,0
3,1,5,6.14443,0.743809,0.743809,0,All,#4682B4,0
4,1,5,6.21891,0.691326,0.691326,0,All,#4682B4,0
5,1,5,6.77483,0.299599,0.299599,0,All,#4682B4,0
6,1,5,6.01483,0.835128,0.835128,0,All,#4682B4,0
7,1,5,6.5202,0.479018,0.479018,0,All,#4682B4,0
8,1,5,4.77572,1.70827,1.70827,0,All,#4682B4,0
9,1,5,6.32521,0.616423,0.616423,0,All,#4682B4,0
10,1,5,6.16437,0.72976,0.72976,0,All,#4682B4,0
11,1,5,6.29545,0.637391,0.637391,0,All,#4682B4,0
12,1,5,6.81556,0.270899,0.270899,0,All,#4682B4,0
13,1,5,6.35858,0.592908,0.592908,0,All,#4682B4,0
14,1,5,5.94134,0.886915,0.886915,0,All,#4682B4,0
15,1,5,5.8547,0.947965,0.947965,0,All,#4682B4,0
16,1,5,6.38812,0.572089,0.572089,0,All,#4682B4,0
17,1,5,6.34704,0.601038,0.601038,0,All,#4682B4,0
18,1,5,6.82331,0.265432,0.265432,0,All,#4682B4,0
19,1,5,6.27069,0.654837,0.654837,0,All,#4682B4,0
20,1,5,6.29423,0.638248,0.638248,0,All,#4682B4,0
21,1,5,5.86279,0.942265,0.942265,0,All,#4682B4,0
1,1,6,5.67418,-0.67941,-0.67941,0,All,#4682B4,0
2,1,6,5.10934,-0.281398,-0.281398,0,All,#4682B4,0
3,1,6,5.51617,-0.56807,-0.56807,0,All,#4682B4,0
4,1,6,5.58774,-0.618501,-0.618501,0,All,#4682B4,0
5,1,6,6.19823,-1.04868,-1.04868,0,All,#4682B4,0
6,1,6,5.38575,-0.476165,-0.476165,0,All,#4682B4,0
7,1,6,5.98483,-0.898311,-0.898311,0,All,#4682B4,0
8,1,6,3.97901,0.515093,0.515093,0,All,#4682B4,0
9,1,6,5.76188,-0.741209,-0.741209,0,All,#4682B4,0
10,1,6,5.58299,-0.615156,-0.615156,0,All,#4682B4,0
11,1,6,5.73654,-0.723351,-0.723351,0,All,#4682B4,0
12,1,6,6.34849,-1.15457,-1.15457,0,All,#4682B4,0
13,1,6,5.65373,-0.664998,-0.664998,0,All,#4682B4,0
14,1,6,5.40527,-0.489921,-0.489921,0,All,#4682B4,0
15,1,6,5.33948,-0.443564,-0.443564,0,All,#4682B4,0
16,1,6,5.6878,-0.689007,-0.689007,0,All,#4682B4,0
17,1,6,5.78543,-0.757805,-0.757805,0,All,#4682B4,0
18,1,6,6.41909,-1.20431,-1.20431,0,All,#4682B4,0
19,1,6,5.74614,-0.730118,-0.730118,0,All,#4682B4,0
20,1,6,5.7566,-0.737485,-0.737485,0,All,#4682B4,0
21,1,6,5.31436,-0.42586,-0.42586,0,All,#4682B4,0
1,1,9,4.31369,-0.0519284,-0.0519284,0,All,#4682B4,0
2,1,9,3.72222,0.364854,0.364854,0,All,#4682B4,0
3,1,9,3.62975,0.430016,0.430016,0,All,#4682B4,0
4,1,9,3.69378,0.384894,0.384894,0,All,#4682B4,0
5,1,9,4.46844,-0.160968,-0.160968,0,All,#4682B4,0
6,1,9,3.48864,0.529445,0.529445,0,All,#4682B4,0
7,1,9,4.37728,-0.0967359,-0.0967359,0,All,#4682B4,0
8,1,9,1.58886,1.86813,1.86813,0,All,#4682B4,0
9,1,9,4.07191,0.118446,0.118446,0,All,#4682B4,0
10,1,9,3.83851,0.282908,0.282908,0,All,#4682B4,0
11,1,9,4.05863,0.127805,0.127805,0,All,#4682B4,0
12,1,9,4.94731,-0.498404,-0.498404,0,All,#4682B4,0
13,1,9,3.53632,0.495849,0.495849,0,All,#4682B4,0
14,1,9,3.79706,0.312118,0.312118,0,All,#4682B4,0
15,1,9,3.78688,0.319294,0.319294,0,All,#4682B4,0
16,1,9,3.55072,0.4857,0.4857,0,All,#4682B4,0
17,1,9,4.09828,0.0998619,0.0998619,0,All,#4682B4,0
18,1,9,5.20644,-0.681001,-0.681001,0,All,#4682B4,0
19,1,9,4.17249,0.0475674,0.0475674,0,All,#4682B4,0
20,1,9,4.14367,0.0678781,0.0678781,0,All,#4682B4,0
21,1,9,3.66831,0.402842,0.402842,0,All,#4682B4,0
1,1,13,2.49962,-0.352057,-0.941357,1,All,#4682B4,0
2,1,13,1.8718,0.0903332,-1.1138,1,All,#4682B4,0
3,1,13,1.11435,0.624075,-0.904873,1,All,#4682B4,0
4,1,13,1.16847,0.585938,0.280233,1,All,#4682B4,0
5,1,13,2.16205,-0.114185,-1.57797,1,All,#4682B4,0
6,1,13,0.958031,0.734224,-0.298986,1,All,#4682B4,0
7,1,13,2.23375,-0.164709,-1.62581,1,All,#4682B4,0
8,1,13,-1.598,2.53533,0.156483,1,All,#4682B4,0
9,1,13,1.81861,0.127816,-0.901847,1,All,#4682B4,0
10,1,13,1.51251,0.343513,-1.43771,1,All,#4682B4,0
11,1,13,1.8213,0.125924,-2.43623,1,All,#4682B4,0
12,1,13,3.07906,-0.760361,-1.04371,1,All,#4682B4,0
13,1,13,0.712868,0.906978,-1.27531,1,All,#4682B4,0
14,1,13,1.65278,0.244667,0.0851734,1,All,#4682B4,0
15,1,13,1.71595,0.200154,0.145777,1,All,#4682B4,0
16,1,13,0.696821,0.918285,-0.244661,1,All,#4682B4,0
17,1,13,1.84851,0.106746,-0.679291,1,All,#4682B4,0
18,1,13,3.58956,-1.12009,-1.31624,1,All,#4682B4,0
19,1,13,2.0743,-0.0523545,-1.00004,1,All,#4682B4,0
20,1,13,1.99311,0.00485678,-0.959347,1,All,#4682B4,0
21,1,13,1.4735,0.370995,-0.307815,1,All,#4682B4,0
1,1,15,1.59258,0.287087,-0.483076,1,All,#4682B4,0
2,1,15,0.946595,0.742282,-0.582746,1,All,#4682B4,0
3,1,15,-0.143346,1.51031,1.19283,1,All,#4682B4,0
4,1,15,-0.0941852,1.47567,-0.576773,1,All,#4682B4,0
5,1,15,1.00885,0.698414,-0.787348,1,All,#4682B4,0
6,1,15,-0.307277,1.62582,-0.0380748,1,All,#4682B4,0
7,1,15,1.16198,0.590513,-0.0028951,1,All,#4682B4,0
8,1,15,-3.19144,3.65815,0.0146346,1,All,#4682B4,0
9,1,15,0.691961,0.92171,-0.717363,1,All,#4682B4,0
10,1,15,0.349502,1.16302,-0.231724,1,All,#4682B4,0
11,1,15,0.702631,0.914191,-1.66448,1,All,#4682B4,0
12,1,15,2.14494,-0.102131,-1.23321,1,All,#4682B4,0
13,1,15,-0.698858,1.90175,0.0763946,1,All,#4682B4,0
14,1,15,0.580644,1.00015,-0.142707,1,All,#4682B4,0
15,1,15,0.68049,0.929793,0.856293,1,All,#4682B4,0
16,1,15,-0.730136,1.92379,0.116163,1,All,#4682B4,0
17,1,15,0.723629,0.899395,-0.516323,1,All,#4682B4,0
18,1,15,2.78113,-0.550422,-1.28918,1,All,#4682B4,0
19,1,15,1.0252,0.686893,-0.0770763,1,All,#4682B4,0
20,1,15,0.917826,0.762554,-0.581543,1,All,#4682B4,0
21,1,15,0.376102,1.14428,-0.95035,1,All,#4682B4,0
1,1,19,-0.221493,1.56538,-0.582733,1,All,#4682B4,0
2,1,19,-0.903823,2.04618,-0.92757,1,All,#4682B4,0
3,1,19,-2.65873,3.28278,-0.991982,1,All,#4682B4,0
4,1,19,-2.61949,3.25513,0.953867,1,All,#4682B4,0
5,1,19,-1.29754,2.32361,0.488371,1,All,#4682B4,0
6,1,19,-2.83789,3.40902,2.10932,1,All,#4682B4,0
7,1,19,-0.981558,2.10096,0.660451,1,All,#4682B4,0
8,1,19,-6.37714,5.90295,-0.104646,1,All,#4682B4,0
9,1,19,-1.56134,2.5095,0.891911,1,All,#4682B4,0
10,1,19,-1.97651,2.80205,-2.6736,1,All,#4682B4,0
11,1,19,-1.5347,2.49073,-0.619859,1,All,#4682B4,0
12,1,19,0.276692,1.21433,-1.3269,1,All,#4682B4,0
13,1,19,-3.52231,3.8913,-0.667981,1,All,#4682B4,0
14,1,19,-1.56363,2.51111,0.779548,1,All,#4682B4,0
15,1,19,-1.39044,2.38907,0.35988,1,All,#4682B4,0
16,1,19,-3.58405,3.9348,-1.81783,1,All,#4682B4,0
17,1,19,-1.52614,2.48469,0.29177,1,All,#4682B4,0
18,1,19,1.16425,0.588908,-0.127708,1,All,#4682B4,0
19,1,19,-1.073,2.16539,1.77567,1,All,#4682B4,0
20,1,19,-1.23274,2.27795,0.213304,1,All,#4682B4,0
21,1,19,-1.8187,2.69085,-1.69546,1,All,#4682B4,0
1,2,7,6.24946,1.40968,1.40968,0,All,#4682B4,0
2,2,7,7.51276,0.519497,0.519497,0,All,#4682B4,0
3,2,7,7.01746,0.868507,0.868507,0,All,#4682B4,0
4,2,7,6.66542,1.11657,1.11657,0,All,#4682B4,0
5,2,7,6.63217,1.14001,1.14001,0,All,#4682B4,0
6,2,7,6.34393,1.34311,1.34311,0,All,#4682B4,0
7,2,7,6.49025,1.24001,1.24001,0,All,#4682B4,0
8,2,7,7.24101,0.710983,0.710983,0,All,#4682B4,0
9,2,7,6.90143,0.950267,0.950267,0,All,#4682B4,0
10,2,7,6.51567,1.22209,1.22209,0,All,#4682B4,0
11,2,7,6.96652,0.904405,0.904405,0,All,#4682B4,0
12,2,7,6.68686,1.10146,1.10146,0,All,#4682B4,0
13,2,7,6.88765,0.95998,0.95998,0,All,#4682B4,0
14,2,7,6.93386,0.927417,0.927417,0,All,#4682B4,0
15,2,7,6.67855,1.10732,1.10732,0,All,#4682B4,0
16,2,7,6.22909,1.42403,1.42403,0,All,#4682B4,0
17,2,7,6.5542,1.19495,1.19495,0,All,#4682B4,0
18,2,7,7.4901,0.535464,0.535464,0,All,#4682B4,0
19,2,7,7.27265,0.688687,0.688687,0,All,#4682B4,0
20,2,7,7.00684,0.875993,0.875993,0,All,#4682B4,0
21,2,7,7.22343,0.723371,0.723371,0,All,#4682B4,0
1,2,8,5.92301,1.18874,1.18874,0,All,#4682B4,0
2,2,8,7.16869,0.310966,0.310966,0,All,#4682B4,0
3,2,8,6.74056,0.612649,0.612649,0,All,#4682B4,0
4,2,8,6.3771,0.868764,0.868764,0,All,#4682B4,0
5,2,8,6.35931,0.881296,0.881296,0,All,#4682B4,0
6,2,8,6.1446,1.03259,1.03259,0,All,#4682B4,0
7,2,8,6.22731,0.974312,0.974312,0,All,#4682B4,0
8,2,8,7.01679,0.418002,0.418002,0,All,#4682B4,0
9,2,8,6.57525,0.729137,0.729137,0,All,#4682B4,0
10,2,8,6.16365,1.01917,1.01917,0,All,#4682B4,0
11,2,8,6.62256,0.695796,0.695796,0,All,#4682B4,0
12,2,8,6.39169,0.858485,0.858485,0,All,#4682B4,0
13,2,8,6.47846,0.797343,0.797343,0,All,#4682B4,0
14,2,8,6.56906,0.7335,0.7335,0,All,#4682B4,0
15,2,8,6.36418,0.877869,0.877869,0,All,#4682B4,0
16,2,8,5.891,1.21129,1.21129,0,All,#4682B4,0
17,2,8,6.26123,0.950408,0.950408,0,All,#4682B4,0
18,2,8,7.14882,0.324974,0.324974,0,All,#4682B4,0
19,2,8,6.94441,0.469009,0.469009,0,All,#4682B4,0
20,2,8,6.68498,0.651815,0.651815,0,All,#4682B4,0
21,2,8,6.98093,0.443273,0.443273,0,All,#4682B4,0
1,2,9,5.59611,-0.3214,-0.3214,0,All,#4682B4,0
2,2,9,6.82384,-1.18652,-1.18652,0,All,#4682B4,0
3,2,9,6.46363,-0.932695,-0.932695,0,All,#4682B4,0
4,2,9,6.08866,-0.668475,-0.668475,0,All,#4682B4,0
5,2,9,6.08646,-0.666925,-0.666925,0,All,#4682B4,0
6,2,9,5.94527,-0.567434,-0.567434,0,All,#4682B4,0
7,2,9,5.96436,-0.580888,-0.580888,0,All,#4682B4,0
8,2,9,6.79255,-1.16447,-1.16447,0,All,#4682B4,0
9,2,9,6.24907,-0.781504,-0.781504,0,All,#4682B4,0
10,2,9,5.81163,-0.473263,-0.473263,0,All,#4682B4,0
11,2,9,6.27861,-0.802322,-0.802322,0,All,#4682B4,0
12,2,9,6.09651,-0.674003,-0.674003,0,All,#4682B4,0
13,2,9,6.06926,-0.654804,-0.654804,0,All,#4682B4,0
14,2,9,6.20425,-0.749927,-0.749927,0,All,#4682B4,0
15,2,9,6.0498,-0.641093,-0.641093,0,All,#4682B4,0
16,2,9,5.5529,-0.290952,-0.290952,0,All,#4682B4,0
17,2,9,5.96827,-0.583642,-0.583642,0,All,#4682B4,0
18,2,9,6.80739,-1.17493,-1.17493,0,All,#4682B4,0
19,2,9,6.61371,-1.03845,-1.03845,0,All,#4682B4,0
20,2,9,6.36312,-0.861873,-0.861873,0,All,#4682B4,0
21,2,9,6.73843,-1.12633,-1.12633,0,All,#4682B4,0
1,2,10,5.26913,-0.887246,-0.887246,0,All,#4682B4,0
2,2,10,6.47894,-1.73974,-1.73974,0,All,#4682B4,0
3,2,10,6.18669,-1.5338,-1.5338,0,All,#4682B4,0
4,2,10,5.8002,-1.26147,-1.26147,0,All,#4682B4,0
5,2,10,5.81361,-1.27092,-1.27092,0,All,#4682B4,0
6,2,10,5.74594,-1.22323,-1.22323,0,All,#4682B4,0
7,2,10,5.70141,-1.19186,-1.19186,0,All,#4682B4,0
8,2,10,6.56831,-1.80271,-1.80271,0,All,#4682B4,0
9,2,10,5.92288,-1.34791,-1.34791,0,All,#4682B4,0
10,2,10,5.4596,-1.02146,-1.02146,0,All,#4682B4,0
11,2,10,5.93466,-1.35621,-1.35621,0,All,#4682B4,0
12,2,10,5.80133,-1.26226,-1.26226,0,All,#4682B4,0
13,2,10,5.66007,-1.16272,-1.16272,0,All,#4682B4,0
14,2,10,5.83945,-1.28912,-1.28912,0,All,#4682B4,0
15,2,10,5.73544,-1.21583,-1.21583,0,All,#4682B4,0
16,2,10,5.21481,-0.848968,-0.848968,0,All,#4682B4,0
17,2,10,5.67531,-1.17346,-1.17346,0,All,#4682B4,0
18,2,10,6.46596,-1.73059,-1.73059,0,All,#4682B4,0
19,2,10,6.28271,-1.60146,-1.60146,0,All,#4682B4,0
20,2,10,6.04126,-1.43133,-1.43133,0,All,#4682B4,0
21,2,10,6.49593,-1.75171,-1.75171,0,All,#4682B4,0
1,2,12,4.61513,0.0457113,0.0457113,0,All,#4682B4,0
2,2,12,5.78912,-0.781545,-0.781545,0,All,#4682B4,0
3,2,12,5.63281,-0.671396,-0.671396,0,All,#4682B4,0
4,2,12,5.22328,-0.382825,-0.382825,0,All,#4682B4,0
5,2,12,5.26791,-0.414271,-0.414271,0,All,#4682B4,0
6,2,12,5.34728,-0.470196,-0.470196,0,All,#4682B4,0
7,2,12,5.17551,-0.349165,-0.349165,0,All,#4682B4,0
8,2,12,6.11982,-1.01457,-1.01457,0,All,#4682B4,0
9,2,12,5.27052,-0.416111,-0.416111,0,All,#4682B4,0
10,2,12,4.75555,-0.0532362,-0.0532362,0,All,#4682B4,0
11,2,12,5.24675,-0.399359,-0.399359,0,All,#4682B4,0
12,2,12,5.21098,-0.374154,-0.374154,0,All,#4682B4,0
13,2,12,4.84168,-0.113926,-0.113926,0,All,#4682B4,0
14,2,12,5.10985,-0.302892,-0.302892,0,All,#4682B4,0
15,2,12,5.1067,-0.300672,-0.300672,0,All,#4682B4,0
16,2,12,4.53862,0.0996238,0.0996238,0,All,#4682B4,0
17,2,12,5.08938,-0.28847,-0.28847,0,All,#4682B4,0
18,2,12,5.78309,-0.777293,-0.777293,0,All,#4682B4,0
19,2,12,5.6206,-0.662791,-0.662791,0,All,#4682B4,0
20,2,12,5.39754,-0.505618,-0.505618,0,All,#4682B4,0
21,2,12,6.01093,-0.937839,-0.937839,0,All,#4682B4,0
1,2,15,3.63412,-0.33409,-0.33409,0,All,#4682B4,0
2,2,15,4.7544,-1.1235,-1.1235,0,All,#4682B4,0
3,2,15,4.80199,-1.15703,-1.15703,0,All,#4682B4,0
4,2,15,4.3579,-0.844101,-0.844101,0,All,#4682B4,0
5,2,15,4.44936,-0.908547,-0.908547,0,All,#4682B4,0
6,2,15,4.74928,-1.11989,-1.11989,0,All,#4682B4,0
7,2,15,4.38667,-0.86437,-0.86437,0,All,#4682B4,0
8,2,15,5.44709,-1.6116,-1.6116,0,All,#4682B4,0
9,2,15,4.29197,-0.797646,-0.797646,0,All,#4682B4,0
10,2,15,3.69947,-0.38014,-0.38014,0,All,#4682B4,0
11,2,15,4.21489,-0.743326,-0.743326,0,All,#4682B4,0
12,2,15,4.32545,-0.821235,-0.821235,0,All,#4682B4,0
13,2,15,3.61409,-0.319978,-0.319978,0,All,#4682B4,0
14,2,15,4.01544,-0.602786,-0.602786,0,All,#4682B4,0
15,2,15,4.16359,-0.70718,-0.70718,0,All,#4682B4,0
16,2,15,3.52435,-0.25674,-0.25674,0,All,#4682B4,0
17,2,15,4.21049,-0.74023,-0.74023,0,All,#4682B4,0
18,2,15,4.75879,-1.12659,-1.12659,0,All,#4682B4,0
19,2,15,4.62741,-1.03401,-1.03401,0,All,#4682B4,0
20,2,15,4.43197,-0.896293,-0.896293,0,All,#4682B4,0
21,2,15,5.28343,-1.49627,-1.49627,0,All,#4682B4,0
1,2,20,1.99911,1.90318,1.90318,0,All,#4682B4,0
2,2,20,3.02988,1.17685,1.17685,0,All,#4682B4,0
3,2,20,3.41729,0.903863,0.903863,0,All,#4682B4,0
4,2,20,2.9156,1.25738,1.25738,0,All,#4682B4,0
5,2,20,3.08511,1.13794,1.13794,0,All,#4682B4,0
6,2,20,3.75263,0.667565,0.667565,0,All,#4682B4,0
7,2,20,3.07192,1.14723,1.14723,0,All,#4682B4,0
8,2,20,4.32587,0.26363,0.26363,0,All,#4682B4,0
9,2,20,2.66107,1.43674,1.43674,0,All,#4682B4,0
10,2,20,1.93935,1.94529,1.94529,0,All,#4682B4,0
11,2,20,2.49512,1.55367,1.55367,0,All,#4682B4,0
12,2,20,2.84957,1.3039,1.3039,0,All,#4682B4,0
13,2,20,1.56812,2.20688,2.20688,0,All,#4682B4,0
14,2,20,2.19143,1.76767,1.76767,0,All,#4682B4,0
15,2,20,2.59175,1.48558,1.48558,0,All,#4682B4,0
16,2,20,1.8339,2.0196,2.0196,0,All,#4682B4,0
17,2,20,2.74568,1.37711,1.37711,0,All,#4682B4,0
18,2,20,3.05162,1.16153,1.16153,0,All,#4682B4,0
19,2,20,2.9721,1.21756,1.21756,0,All,#4682B4,0
20,2,20,2.82268,1.32286,1.32286,0,All,#4682B4,0
21,2,20,4.07093,0.443274,0.443274,0,All,#4682B4,0
1,2,22,1.34511,1.44093,1.44093,0,All,#4682B4,0
2,2,22,2.34007,0.739833,0.739833,0,All,#4682B4,0
3,2,22,2.86341,0.371062,0.371062,0,All,#4682B4,0
4,2,22,2.33868,0.740812,0.740812,0,All,#4682B4,0
5,2,22,2.53941,0.599372,0.599372,0,All,#4682B4,0
6,2,22,3.35397,0.0253905,0.0253905,0,All,#4682B4,0
7,2,22,2.54602,0.594711,0.594711,0,All,#4682B4,0
8,2,22,3.87738,-0.343434,-0.343434,0,All,#4682B4,0
9,2,22,2.0087,0.973332,0.973332,0,All,#4682B4,0
10,2,22,1.2353,1.51831,1.51831,0,All,#4682B4,0
11,2,22,1.80721,1.11531,1.11531,0,All,#4682B4,0
12,2,22,2.25922,0.796803,0.796803,0,All,#4682B4,0
13,2,22,0.749735,1.86046,1.86046,0,All,#4682B4,0
14,2,22,1.46182,1.35869,1.35869,0,All,#4682B4,0
15,2,22,1.96301,1.00553,1.00553,0,All,#4682B4,0
16,2,22,1.15772,1.57297,1.57297,0,All,#4682B4,0
17,2,22,2.15976,0.866891,0.866891,0,All,#4682B4,0
18,2,22,2.36876,0.719618,0.719618,0,All,#4682B4,0
19,2,22,2.30998,0.761037,0.761037,0,All,#4682B4,0
20,2,22,2.17896,0.853361,0.853361,0,All,#4682B4,0
21,2,22,3.58593,-0.138063,-0.138063,0,All,#4682B4,0
1,2,23,1.01811,1.18514,0.202084,1,All,#4682B4,0
2,2,23,1.99517,0.496661,-0.317739,1,All,#4682B4,0
3,2,23,2.58647,0.0799991,-1.31985,1,All,#4682B4,0
4,2,23,2.05022,0.457867,0.155157,1,All,#4682B4,0
5,2,23,2.26655,0.305427,-0.731869,1,All,#4682B4,0
6,2,23,3.15464,-0.32036,-1.63428,1,All,#4682B4,0
7,2,23,2.28307,0.293789,0.202074,1,All,#4682B4,0
8,2,23,3.65314,-0.671629,-0.699793,1,All,#4682B4,0
9,2,23,1.68252,0.716968,-1.08798,1,All,#4682B4,0
10,2,23,0.883273,1.28016,0.340138,1,All,#4682B4,0
11,2,23,1.46325,0.871473,-0.198713,1,All,#4682B4,0
12,2,23,1.96405,0.51859,-0.910902,1,All,#4682B4,0
13,2,23,0.340541,1.66259,0.39384,1,All,#4682B4,0
14,2,23,1.09702,1.12954,-0.44646,1,All,#4682B4,0
15,2,23,1.64864,0.740841,-1.14489,1,All,#4682B4,0
16,2,23,0.819635,1.325,-1.4067,1,All,#4682B4,0
17,2,23,1.86679,0.587118,-0.56632,1,All,#4682B4,0
18,2,23,2.02733,0.474,0.353124,1,All,#4682B4,0
19,2,23,1.97892,0.508111,-0.374905,1,All,#4682B4,0
20,2,23,1.8571,0.59395,0.348334,1,All,#4682B4,0
21,2,23,3.34343,-0.453394,-0.824688,1,All,#4682B4,0
1,3,9,3.10863,-0.781199,-1.53053,1,All,#4682B4,0
2,3,9,1.1956,0.56682,-1.65185,1,All,#4682B4,0
3,3,9,2.27415,-0.193177,-0.954754,1,All,#4682B4,0
4,3,9,2.09948,-0.0700967,-1.36111,1,All,#4682B4,0
5,3,9,3.12849,-0.795194,-1.30612,1,All,#4682B4,0
6,3,9,3.15558,-0.814277,-1.65933,1,All,#4682B4,0
7,3,9,4.96416,-2.08869,-2.8612,1,All,#4682B4,0
8,3,9,3.50281,-1.05896,-1.47644,1,All,#4682B4,0
9,3,9,0.456731,1.08746,-0.749765,1,All,#4682B4,0
10,3,9,3.36677,-0.963098,-2.39691,1,All,#4682B4,0
11,3,9,-0.0184337,1.42229,0.388097,1,All,#4682B4,0
12,3,9,1.96791,0.0226132,-0.784259,1,All,#4682B4,0
13,3,9,0.555523,1.01785,-1.37976,1,All,#4682B4,0
14,3,9,2.15273,-0.107619,-1.01529,1,All,#4682B4,0
15,3,9,2.21394,-0.150756,-0.207925,1,All,#4682B4,0
16,3,9,3.67942,-1.1834,-1.48274,1,All,#4682B4,0
17,3,9,1.90312,0.0682631,-0.378858,1,All,#4682B4,0
18,3,9,3.47375,-1.03848,-1.07944,1,All,#4682B4,0
19,3,9,2.42761,-0.301317,-0.60789,1,All,#4682B4,0
20,3,9,3.64652,-1.16022,-1.57647,1,All,#4682B4,0
21,3,9,3.04387,-0.735564,-1.61824,1,All,#4682B4,0
1,3,13,0.59829,0.987716,-0.867887,1,All,#4682B4,0
2,3,13,-1.35426,2.36358,-0.112132,1,All,#4682B4,0
3,3,13,-0.0763002,1.46307,-0.261677,1,All,#4682B4,0
4,3,13,-0.474786,1.74386,-1.25012,1,All,#4682B4,0
5,3,13,1.08117,0.647455,-0.826022,1,All,#4682B4,0
6,3,13,0.543489,1.02633,-0.29132,1,All,#4682B4,0
7,3,13,2.69524,-0.4899,-0.606815,1,All,#4682B4,0
8,3,13,0.861418,0.802302,-0.29315,1,All,#4682B4,0
9,3,13,-2.29322,3.02522,-0.780279,1,All,#4682B4,0
10,3,13,1.11002,0.627126,-1.31005,1,All,#4682B4,0
11,3,13,-2.98751,3.51445,-1.06045,1,All,#4682B4,0
12,3,13,-0.994433,2.11003,-1.87275,1,All,#4682B4,0
13,3,13,-1.53874,2.49357,0.260399,1,All,#4682B4,0
14,3,13,0.138264,1.31187,0.139232,1,All,#4682B4,0
15,3,13,0.158439,1.29766,-0.294745,1,All,#4682B4,0
16,3,13,1.4505,0.387203,-0.322544,1,All,#4682B4,0
17,3,13,-0.525239,1.77941,1.11583,1,All,#4682B4,0
18,3,13,1.22262,0.547779,0.501489,1,All,#4682B4,0
19,3,13,-0.636353,1.85771,1.11165,1,All,#4682B4,0
20,3,13,0.547584,1.02345,-2.33766,1,All,#4682B4,0
21,3,13,-0.180605,1.53656,-0.668574,1,All,#4682B4,0
1,3,14,-0.0292897,1.42994,1.00089,1,All,#4682B4,0
2,3,14,-1.99172,2.81276,-1.5919,1,All,#4682B4,0
3,3,14,-0.66391,1.87712,-0.720636,1,All,#4682B4,0
4,3,14,-1.11835,2.19734,0.884594,1,All,#4682B4,0
5,3,14,0.569329,1.00812,-1.00694,1,All,#4682B4,0
6,3,14,-0.109544,1.48649,0.90977,1,All,#4682B4,0
7,3,14,2.12801,-0.090203,-1.42868,1,All,#4682B4,0
8,3,14,0.201072,1.26762,-1.88465,1,All,#4682B4,0
9,3,14,-2.9807,3.50965,-0.0961757,1,All,#4682B4,0
10,3,14,0.545831,1.02468,0.102437,1,All,#4682B4,0
11,3,14,-3.72978,4.03749,-1.75052,1,All,#4682B4,0
12,3,14,-1.73502,2.63188,-0.0285915,1,All,#4682B4,0
13,3,14,-2.0623,2.8625,-0.847238,1,All,#4682B4,0
14,3,14,-0.36535,1.66674,0.522085,1,All,#4682B4,0
15,3,14,-0.355436,1.65976,1.28778,1,All,#4682B4,0
16,3,14,0.893246,0.779875,-2.20105,1,All,#4682B4,0
17,3,14,-1.13232,2.20719,-0.62625,1,All,#4682B4,0
18,3,14,0.659843,0.944342,-0.406218,1,All,#4682B4,0
19,3,14,-1.40245,2.39754,0.26693,1,All,#4682B4,0
20,3,14,-0.227147,1.56936,0.514747,1,All,#4682B4,0
21,3,14,-0.986856,2.10469,1.02892,1,All,#4682B4,0
1,3,15,-0.656866,1.87216,1.39023,1,All,#4682B4,0
2,3,15,-2.62918,3.26195,0.541458,1,All,#4682B4,0
3,3,15,-1.25152,2.29118,-0.751098,1,All,#4682B4,0
4,3,15,-1.7619,2.65082,-0.323048,1,All,#4682B4,0
5,3,15,0.0574906,1.36879,-0.355387,1,All,#4682B4,0
6,3,15,-0.762578,1.94665,-1.46276,1,All,#4682B4,0
7,3,15,1.56078,0.309494,-0.563775,1,All,#4682B4,0
8,3,15,-0.459275,1.73293,-1.43364,1,All,#4682B4,0
9,3,15,-3.66818,3.99409,-0.968324,1,All,#4682B4,0
