rep,ID,time,prediction_iwRes,iwRes_simulated,iwRes_simulated_simBlq,censored,split,color,filter
8,19,12,4.93087,-0.00061072,-0.00061072,0,All,#4682B4,0
9,19,12,5.68948,-0.535164,-0.535164,0,All,#4682B4,0
10,19,12,5.65183,-0.508639,-0.508639,0,All,#4682B4,0
11,19,12,4.79748,0.0933783,0.0933783,0,All,#4682B4,0
12,19,12,5.41926,-0.344756,-0.344756,0,All,#4682B4,0
13,19,12,5.42952,-0.351988,-0.351988,0,All,#4682B4,0
14,19,12,5.3642,-0.305962,-0.305962,0,All,#4682B4,0
15,19,12,5.64004,-0.50033,-0.50033,0,All,#4682B4,0
16,19,12,5.19673,-0.187952,-0.187952,0,All,#4682B4,0
17,19,12,4.91524,0.010404,0.010404,0,All,#4682B4,0
18,19,12,5.5851,-0.461617,-0.461617,0,All,#4682B4,0
19,19,12,5.45861,-0.372484,-0.372484,0,All,#4682B4,0
20,19,12,4.73274,0.138997,0.138997,0,All,#4682B4,0
21,19,12,5.14093,-0.148632,-0.148632,0,All,#4682B4,0
1,19,16,3.31418,-0.0381798,-0.0381798,0,All,#4682B4,0
2,19,16,4.51406,-0.883673,-0.883673,0,All,#4682B4,0
3,19,16,3.43426,-0.122791,-0.122791,0,All,#4682B4,0
4,19,16,2.80374,0.321502,0.321502,0,All,#4682B4,0
5,19,16,4.0082,-0.527216,-0.527216,0,All,#4682B4,0
6,19,16,4.12314,-0.60821,-0.60821,0,All,#4682B4,0
7,19,16,4.70484,-1.01811,-1.01811,0,All,#4682B4,0
8,19,16,3.50078,-0.169668,-0.169668,0,All,#4682B4,0
9,19,16,4.40342,-0.80571,-0.80571,0,All,#4682B4,0
10,19,16,4.36577,-0.779183,-0.779183,0,All,#4682B4,0
11,19,16,3.23762,0.0157711,0.0157711,0,All,#4682B4,0
12,19,16,3.98289,-0.509385,-0.509385,0,All,#4682B4,0
13,19,16,4.3183,-0.745731,-0.745731,0,All,#4682B4,0
14,19,16,4.20986,-0.669322,-0.669322,0,All,#4682B4,0
15,19,16,4.54202,-0.903374,-0.903374,0,All,#4682B4,0
16,19,16,4.09692,-0.589737,-0.589737,0,All,#4682B4,0
17,19,16,3.57732,-0.223599,-0.223599,0,All,#4682B4,0
18,19,16,4.56639,-0.920547,-0.920547,0,All,#4682B4,0
19,19,16,4.23038,-0.683777,-0.683777,0,All,#4682B4,0
20,19,16,3.42143,-0.113748,-0.113748,0,All,#4682B4,0
21,19,16,3.86964,-0.429581,-0.429581,0,All,#4682B4,0
1,19,20,2.12227,0.4071,-1.37431,1,All,#4682B4,0
2,19,20,3.82165,-0.790368,-1.20806,1,All,#4682B4,0
3,19,20,1.91866,0.55057,0.344145,1,All,#4682B4,0
4,19,20,1.87309,0.582683,-0.404162,1,All,#4682B4,0
5,19,20,2.63114,0.048525,-1.40449,1,All,#4682B4,0
6,19,20,2.91525,-0.151678,-0.374582,1,All,#4682B4,0
7,19,20,3.38982,-0.486083,-1.07211,1,All,#4682B4,0
8,19,20,2.0707,0.443435,-3.14504,1,All,#4682B4,0
9,19,20,3.11736,-0.294094,-0.423734,1,All,#4682B4,0
10,19,20,3.07972,-0.267566,-1.59169,1,All,#4682B4,0
11,19,20,1.67776,0.72032,-0.532209,1,All,#4682B4,0
12,19,20,2.54652,0.108147,-0.145067,1,All,#4682B4,0
13,19,20,3.20709,-0.357319,-0.583228,1,All,#4682B4,0
14,19,20,3.05553,-0.250525,-0.40297,1,All,#4682B4,0
15,19,20,3.444,-0.524262,-1.03586,1,All,#4682B4,0
16,19,20,2.99712,-0.209365,-1.05402,1,All,#4682B4,0
17,19,20,2.2394,0.324559,-1.10633,1,All,#4682B4,0
18,19,20,3.54769,-0.597321,-1.66274,1,All,#4682B4,0
19,19,20,3.00216,-0.212915,-0.471134,1,All,#4682B4,0
20,19,20,2.11013,0.415654,-0.124448,1,All,#4682B4,0
21,19,20,2.59835,0.071626,-0.896814,1,All,#4682B4,0
1,19,23,1.22833,1.96715,1.96715,0,All,#4682B4,0
2,19,23,3.30234,0.505701,0.505701,0,All,#4682B4,0
3,19,23,0.781964,2.28168,2.28168,0,All,#4682B4,0
4,19,23,1.1751,2.00466,2.00466,0,All,#4682B4,0
5,19,23,1.59834,1.70642,1.70642,0,All,#4682B4,0
6,19,23,2.00934,1.41681,1.41681,0,All,#4682B4,0
7,19,23,2.40356,1.13903,1.13903,0,All,#4682B4,0
8,19,23,0.998141,2.12935,2.12935,0,All,#4682B4,0
9,19,23,2.15282,1.31571,1.31571,0,All,#4682B4,0
10,19,23,2.11517,1.34224,1.34224,0,All,#4682B4,0
11,19,23,0.507871,2.47482,2.47482,0,All,#4682B4,0
12,19,23,1.46925,1.79739,1.79739,0,All,#4682B4,0
13,19,23,2.37368,1.16008,1.16008,0,All,#4682B4,0
14,19,23,2.18978,1.28966,1.28966,0,All,#4682B4,0
15,19,23,2.62049,0.986163,0.986163,0,All,#4682B4,0
16,19,23,2.17227,1.30201,1.30201,0,All,#4682B4,0
17,19,23,1.23597,1.96177,1.96177,0,All,#4682B4,0
18,19,23,2.78366,0.871189,0.871189,0,All,#4682B4,0
19,19,23,2.08099,1.36632,1.36632,0,All,#4682B4,0
20,19,23,1.12665,2.0388,2.0388,0,All,#4682B4,0
21,19,23,1.64489,1.67362,1.67362,0,All,#4682B4,0
1,20,24,3.22204,-0.367852,-1.09314,1,All,#4682B4,0
2,20,24,2.56025,0.0984762,-0.868641,1,All,#4682B4,0
3,20,24,2.91999,-0.155017,-0.158693,1,All,#4682B4,0
4,20,24,3.30551,-0.426676,-0.696991,1,All,#4682B4,0
5,20,24,1.89853,0.564755,-0.154425,1,All,#4682B4,0
6,20,24,1.28472,0.997274,-0.178571,1,All,#4682B4,0
7,20,24,3.29765,-0.421136,-1.24328,1,All,#4682B4,0
8,20,24,2.77883,-0.0555461,-1.2559,1,All,#4682B4,0
9,20,24,3.55126,-0.599837,-1.51375,1,All,#4682B4,0
10,20,24,3.70964,-0.711443,-2.70197,1,All,#4682B4,0
11,20,24,2.99574,-0.20839,-0.964315,1,All,#4682B4,0
12,20,24,3.88185,-0.832788,-1.36705,1,All,#4682B4,0
13,20,24,3.1855,-0.342107,-0.615956,1,All,#4682B4,0
14,20,24,2.32993,0.260772,0.221372,1,All,#4682B4,0
15,20,24,3.22998,-0.373449,-0.933408,1,All,#4682B4,0
16,20,24,2.73992,-0.0281262,-0.710487,1,All,#4682B4,0
17,20,24,4.11472,-0.996879,-1.22786,1,All,#4682B4,0
18,20,24,1.42445,0.898818,-0.295044,1,All,#4682B4,0
19,20,24,3.98328,-0.904262,-1.30212,1,All,#4682B4,0
20,20,24,1.82448,0.616933,-0.348521,1,All,#4682B4,0
21,20,24,3.9391,-0.873135,-0.883636,1,All,#4682B4,0
1,20,26,2.65746,1.49565,1.49565,0,All,#4682B4,0
2,20,26,2.06877,1.91047,1.91047,0,All,#4682B4,0
3,20,26,2.40918,1.6706,1.6706,0,All,#4682B4,0
4,20,26,2.85726,1.35486,1.35486,0,All,#4682B4,0
5,20,26,1.39815,2.38302,2.38302,0,All,#4682B4,0
6,20,26,0.64245,2.91553,2.91553,0,All,#4682B4,0
7,20,26,2.81704,1.3832,1.3832,0,All,#4682B4,0
8,20,26,2.27194,1.76731,1.76731,0,All,#4682B4,0
9,20,26,3.19057,1.11999,1.11999,0,All,#4682B4,0
10,20,26,3.32541,1.02498,1.02498,0,All,#4682B4,0
11,20,26,2.54549,1.57454,1.57454,0,All,#4682B4,0
12,20,26,3.45172,0.935976,0.935976,0,All,#4682B4,0
13,20,26,2.70724,1.46057,1.46057,0,All,#4682B4,0
14,20,26,1.76077,2.1275,2.1275,0,All,#4682B4,0
15,20,26,2.74921,1.431,1.431,0,All,#4682B4,0
16,20,26,2.13577,1.86326,1.86326,0,All,#4682B4,0
17,20,26,3.75519,0.722135,0.722135,0,All,#4682B4,0
18,20,26,0.687191,2.884,2.884,0,All,#4682B4,0
19,20,26,3.55743,0.861483,0.861483,0,All,#4682B4,0
20,20,26,1.3063,2.44774,2.44774,0,All,#4682B4,0
21,20,26,3.54147,0.87273,0.87273,0,All,#4682B4,0
1,20,30,1.52833,0.825619,-1.27633,1,All,#4682B4,0
2,20,30,1.08583,1.13742,-0.166826,1,All,#4682B4,0
3,20,30,1.38755,0.924817,0.0515069,1,All,#4682B4,0
4,20,30,1.96077,0.5209,-0.56712,1,All,#4682B4,0
5,20,30,0.397387,1.62254,0.712918,1,All,#4682B4,0
6,20,30,-0.642068,2.35499,1.31791,1,All,#4682B4,0
7,20,30,1.85582,0.594853,0.281253,1,All,#4682B4,0
8,20,30,1.25816,1.01599,-0.35636,1,All,#4682B4,0
9,20,30,2.4692,0.162633,-0.350141,1,All,#4682B4,0
10,20,30,2.55695,0.100797,-0.824873,1,All,#4682B4,0
11,20,30,1.64502,0.743391,0.140247,1,All,#4682B4,0
12,20,30,2.59146,0.0764832,-0.409751,1,All,#4682B4,0
13,20,30,1.75073,0.668906,0.077502,1,All,#4682B4,0
14,20,30,0.622461,1.46394,0.484553,1,All,#4682B4,0
15,20,30,1.78768,0.642867,0.320247,1,All,#4682B4,0
16,20,30,0.927488,1.249,-0.281028,1,All,#4682B4,0
17,20,30,3.03613,-0.236855,-0.422362,1,All,#4682B4,0
18,20,30,-0.787303,2.45733,-0.0320988,1,All,#4682B4,0
19,20,30,2.70574,-0.00404667,-0.512354,1,All,#4682B4,0
20,20,30,0.269954,1.71233,-0.32471,1,All,#4682B4,0
21,20,30,2.74621,-0.03256,-0.53666,1,All,#4682B4,0
1,21,15,4.97265,0.604134,0.604134,0,All,#4682B4,0
2,21,15,4.44246,0.977732,0.977732,0,All,#4682B4,0
3,21,15,3.85461,1.39196,1.39196,0,All,#4682B4,0
4,21,15,3.92115,1.34507,1.34507,0,All,#4682B4,0
5,21,15,3.64516,1.53955,1.53955,0,All,#4682B4,0
6,21,15,4.15558,1.17988,1.17988,0,All,#4682B4,0
7,21,15,3.17062,1.87394,1.87394,0,All,#4682B4,0
8,21,15,4.24357,1.11788,1.11788,0,All,#4682B4,0
9,21,15,3.04221,1.96442,1.96442,0,All,#4682B4,0
10,21,15,3.4733,1.66065,1.66065,0,All,#4682B4,0
11,21,15,2.30982,2.4805,2.4805,0,All,#4682B4,0
12,21,15,4.00419,1.28656,1.28656,0,All,#4682B4,0
13,21,15,3.60546,1.56752,1.56752,0,All,#4682B4,0
14,21,15,5.41765,0.290565,0.290565,0,All,#4682B4,0
15,21,15,3.95246,1.32301,1.32301,0,All,#4682B4,0
16,21,15,4.86109,0.682743,0.682743,0,All,#4682B4,0
17,21,15,4.00945,1.28285,1.28285,0,All,#4682B4,0
18,21,15,2.03645,2.67312,2.67312,0,All,#4682B4,0
19,21,15,4.33499,1.05346,1.05346,0,All,#4682B4,0
20,21,15,3.6662,1.52472,1.52472,0,All,#4682B4,0
21,21,15,4.90162,0.654182,0.654182,0,All,#4682B4,0
1,21,19,3.83184,-0.797548,-1.26433,1,All,#4682B4,0
2,21,19,3.0677,-0.259101,-0.919436,1,All,#4682B4,0
3,21,19,2.54787,0.107202,-0.669777,1,All,#4682B4,0
4,21,19,2.7035,-0.00246702,-1.31211,1,All,#4682B4,0
5,21,19,2.28422,0.292979,0.0798955,1,All,#4682B4,0
6,21,19,2.44333,0.180864,-0.516562,1,All,#4682B4,0
7,21,19,1.52741,0.826269,0.501668,1,All,#4682B4,0
8,21,19,3.26399,-0.397413,-0.871602,1,All,#4682B4,0
9,21,19,1.62197,0.759633,0.673013,1,All,#4682B4,0
10,21,19,1.80013,0.634094,-0.751097,1,All,#4682B4,0
11,21,19,0.444976,1.589,-0.68748,1,All,#4682B4,0
12,21,19,2.5066,0.136277,-0.112389,1,All,#4682B4,0
13,21,19,2.10787,0.417245,0.371111,1,All,#4682B4,0
14,21,19,4.11448,-0.996715,-2.92559,1,All,#4682B4,0
15,21,19,3.05654,-0.251235,-1.08072,1,All,#4682B4,0
16,21,19,3.67558,-0.687445,-1.19742,1,All,#4682B4,0
17,21,19,2.66163,0.0270391,-0.588885,1,All,#4682B4,0
18,21,19,-0.143449,2.00364,0.179159,1,All,#4682B4,0
19,21,19,3.04971,-0.246427,-1.00518,1,All,#4682B4,0
20,21,19,2.34328,0.251365,-0.510877,1,All,#4682B4,0
21,21,19,3.77621,-0.75835,-1.00716,1,All,#4682B4,0
1,21,27,1.55023,0.810188,-1.99584,1,All,#4682B4,0
2,21,27,0.318203,1.67833,1.20993,1,All,#4682B4,0
3,21,27,-0.0656065,1.94879,-0.870603,1,All,#4682B4,0
4,21,27,0.268229,1.71355,-1.54408,1,All,#4682B4,0
5,21,27,-0.437632,2.21093,0.633719,1,All,#4682B4,0
6,21,27,-0.981159,2.59393,-0.0895258,1,All,#4682B4,0
7,21,27,-1.759,3.14203,1.25333,1,All,#4682B4,0
8,21,27,1.30481,0.983118,0.419523,1,All,#4682B4,0
9,21,27,-1.21849,2.76116,-1.1597,1,All,#4682B4,0
10,21,27,-1.5462,2.99209,-0.69672,1,All,#4682B4,0
11,21,27,-3.28469,4.21712,-0.294836,1,All,#4682B4,0
12,21,27,-0.488539,2.2468,-0.415469,1,All,#4682B4,0
13,21,27,-0.887305,2.5278,1.03712,1,All,#4682B4,0
14,21,27,1.50818,0.839819,0.00362543,1,All,#4682B4,0
15,21,27,1.26471,1.01138,0.0658662,1,All,#4682B4,0
16,21,27,1.30459,0.983277,-0.693657,1,All,#4682B4,0
17,21,27,-0.034003,1.92652,-0.63417,1,All,#4682B4,0
18,21,27,-4.50321,5.07574,2.08698,1,All,#4682B4,0
19,21,27,0.479163,1.56491,-0.247422,1,All,#4682B4,0
20,21,27,-0.302552,2.11575,-1.28601,1,All,#4682B4,0
21,21,27,1.5254,0.827683,0.721141,1,All,#4682B4,0
1,21,34,-0.446181,2.21696,0.74025,1,All,#4682B4,0
2,21,34,-2.08761,3.37359,0.446426,1,All,#4682B4,0
3,21,34,-2.35239,3.56017,0.532633,1,All,#4682B4,0
4,21,34,-1.86263,3.21506,0.301968,1,All,#4682B4,0
5,21,34,-2.81925,3.88914,-0.819949,1,All,#4682B4,0
6,21,34,-3.97758,4.70536,1.46001,1,All,#4682B4,0
7,21,34,-4.63457,5.16831,-0.705027,1,All,#4682B4,0
8,21,34,-0.40946,2.19108,0.839808,1,All,#4682B4,0
9,21,34,-3.70389,4.5125,0.840047,1,All,#4682B4,0
10,21,34,-4.47421,5.05531,-0.64997,1,All,#4682B4,0
11,21,34,-6.54639,6.51547,1.41918,1,All,#4682B4,0
12,21,34,-3.10929,4.09352,0.990671,1,All,#4682B4,0
13,21,34,-3.50808,4.37453,-0.586725,1,All,#4682B4,0
14,21,34,-0.772343,2.44679,0.0819307,1,All,#4682B4,0
15,21,34,-0.30314,2.11616,-1.7793,1,All,#4682B4,0
16,21,34,-0.770033,2.44516,1.09245,1,All,#4682B4,0
17,21,34,-2.39268,3.58856,-0.362407,1,All,#4682B4,0
18,21,34,-8.1245,7.62748,-0.0852987,1,All,#4682B4,0
19,21,34,-1.77007,3.14984,-1.57098,1,All,#4682B4,0
20,21,34,-2.61765,3.74708,-1.14499,1,All,#4682B4,0
21,21,34,-0.444061,2.21546,-0.333879,1,All,#4682B4,0
1,22,6,7.73609,0.629892,0.629892,0,All,#4682B4,0
2,22,6,6.20062,1.71186,1.71186,0,All,#4682B4,0
3,22,6,6.02288,1.83711,1.83711,0,All,#4682B4,0
4,22,6,7.5143,0.786175,0.786175,0,All,#4682B4,0
5,22,6,6.75431,1.3217,1.3217,0,All,#4682B4,0
6,22,6,6.58877,1.43835,1.43835,0,All,#4682B4,0
7,22,6,6.66684,1.38334,1.38334,0,All,#4682B4,0
8,22,6,7.56377,0.751316,0.751316,0,All,#4682B4,0
9,22,6,7.17545,1.02495,1.02495,0,All,#4682B4,0
10,22,6,5.71125,2.0567,2.0567,0,All,#4682B4,0
11,22,6,6.29331,1.64655,1.64655,0,All,#4682B4,0
12,22,6,6.86002,1.24722,1.24722,0,All,#4682B4,0
13,22,6,8.05192,0.407347,0.407347,0,All,#4682B4,0
14,22,6,6.46877,1.52291,1.52291,0,All,#4682B4,0
15,22,6,6.80698,1.28459,1.28459,0,All,#4682B4,0
16,22,6,7.12698,1.05911,1.05911,0,All,#4682B4,0
17,22,6,6.55131,1.46475,1.46475,0,All,#4682B4,0
18,22,6,6.854,1.25146,1.25146,0,All,#4682B4,0
19,22,6,6.53875,1.4736,1.4736,0,All,#4682B4,0
20,22,6,7.31035,0.929889,0.929889,0,All,#4682B4,0
21,22,6,7.13195,1.0556,1.0556,0,All,#4682B4,0
1,22,10,6.28165,-1.68528,-1.68528,0,All,#4682B4,0
2,22,10,4.63959,-0.528202,-0.528202,0,All,#4682B4,0
3,22,10,4.18632,-0.2088,-0.2088,0,All,#4682B4,0
4,22,10,5.58763,-1.19623,-1.19623,0,All,#4682B4,0
5,22,10,4.17971,-0.204141,-0.204141,0,All,#4682B4,0
6,22,10,5.03352,-0.805784,-0.805784,0,All,#4682B4,0
7,22,10,4.12891,-0.168346,-0.168346,0,All,#4682B4,0
8,22,10,5.75194,-1.31202,-1.31202,0,All,#4682B4,0
9,22,10,5.10951,-0.859329,-0.859329,0,All,#4682B4,0
10,22,10,2.91437,0.687477,0.687477,0,All,#4682B4,0
11,22,10,4.82751,-0.660619,-0.660619,0,All,#4682B4,0
12,22,10,4.85666,-0.681157,-0.681157,0,All,#4682B4,0
13,22,10,5.247,-0.956213,-0.956213,0,All,#4682B4,0
14,22,10,4.65148,-0.536575,-0.536575,0,All,#4682B4,0
15,22,10,5.25035,-0.958571,-0.958571,0,All,#4682B4,0
16,22,10,5.84993,-1.38107,-1.38107,0,All,#4682B4,0
17,22,10,4.50888,-0.436092,-0.436092,0,All,#4682B4,0
18,22,10,4.84511,-0.67302,-0.67302,0,All,#4682B4,0
19,22,10,5.13553,-0.877664,-0.877664,0,All,#4682B4,0
20,22,10,5.38767,-1.05533,-1.05533,0,All,#4682B4,0
21,22,10,5.66955,-1.25396,-1.25396,0,All,#4682B4,0
1,22,18,3.3727,-0.474016,-1.87144,1,All,#4682B4,0
2,22,18,1.51755,0.833212,-1.17126,1,All,#4682B4,0
3,22,18,0.513051,1.54103,0.623235,1,All,#4682B4,0
4,22,18,1.72579,0.68648,0.477211,1,All,#4682B4,0
5,22,18,-0.981547,2.5942,-0.935035,1,All,#4682B4,0
6,22,18,1.92303,0.54749,-0.852094,1,All,#4682B4,0
7,22,18,-0.962624,2.58087,0.0446533,1,All,#4682B4,0
8,22,18,2.12421,0.405733,0.136414,1,All,#4682B4,0
9,22,18,0.960511,1.22573,1.10122,1,All,#4682B4,0
10,22,18,-2.69053,3.79844,-1.0981,1,All,#4682B4,0
11,22,18,1.89274,0.568839,0.00780472,1,All,#4682B4,0
12,22,18,0.829881,1.31778,-1.0788,1,All,#4682B4,0
13,22,18,-0.430474,2.20589,-0.33117,1,All,#4682B4,0
14,22,18,0.964047,1.22324,0.532301,1,All,#4682B4,0
15,22,18,2.1371,0.396647,0.145525,1,All,#4682B4,0
16,22,18,3.29585,-0.419863,-1.54359,1,All,#4682B4,0
17,22,18,0.415117,1.61004,0.681995,1,All,#4682B4,0
18,22,18,0.826841,1.31992,0.9825,1,All,#4682B4,0
19,22,18,2.32878,0.261581,-0.358259,1,All,#4682B4,0
20,22,18,1.54224,0.815816,-0.28676,1,All,#4682B4,0
21,22,18,2.74475,-0.0315338,-0.559477,1,All,#4682B4,0
1,22,22,1.91822,0.550883,0.243021,1,All,#4682B4,0
2,22,22,-0.0434685,1.93319,1.23562,1,All,#4682B4,0
3,22,22,-1.32358,2.83522,-0.912067,1,All,#4682B4,0
4,22,22,-0.205131,2.0471,-0.345286,1,All,#4682B4,0
5,22,22,-3.56217,4.41264,1.92215,1,All,#4682B4,0
6,22,22,0.367788,1.64339,0.782867,1,All,#4682B4,0
7,22,22,-3.50838,4.37474,-0.432324,1,All,#4682B4,0
8,22,22,0.31034,1.68387,1.34531,1,All,#4682B4,0
9,22,22,-1.11399,2.68753,-0.0230162,1,All,#4682B4,0
10,22,22,-5.49286,5.7731,-0.0323355,1,All,#4682B4,0
11,22,22,0.425347,1.60283,-1.44282,1,All,#4682B4,0
12,22,22,-1.18351,2.73652,0.961206,1,All,#4682B4,0
13,22,22,-3.26921,4.2062,-0.821189,1,All,#4682B4,0
14,22,22,-0.87968,2.52242,-0.592184,1,All,#4682B4,0
15,22,22,0.580475,1.49352,0.0180637,1,All,#4682B4,0
16,22,22,2.0188,0.480006,-2.0135,1,All,#4682B4,0
17,22,22,-1.63177,3.05238,-0.185781,1,All,#4682B4,0
18,22,22,-1.18229,2.73566,-0.0502244,1,All,#4682B4,0
19,22,22,0.925405,1.25047,0.12761,1,All,#4682B4,0
20,22,22,-0.380474,2.17066,-1.09461,1,All,#4682B4,0
21,22,22,1.28235,0.998947,-0.779091,1,All,#4682B4,0
1,22,26,0.463738,1.57578,-0.239133,1,All,#4682B4,0
2,22,26,-1.60449,3.03316,-1.31705,1,All,#4682B4,0
3,22,26,-3.16021,4.1294,1.15224,1,All,#4682B4,0
4,22,26,-2.13605,3.40772,-0.303303,1,All,#4682B4,0
5,22,26,-6.14203,6.23054,-0.223632,1,All,#4682B4,0
6,22,26,-1.18746,2.7393,-1.55766,1,All,#4682B4,0
7,22,26,-6.05346,6.16813,0.47568,1,All,#4682B4,0
8,22,26,-1.50353,2.96202,1.75965,1,All,#4682B4,0
9,22,26,-3.18849,4.14933,1.38529,1,All,#4682B4,0
10,22,26,-8.21537,7.69152,1.56506,1,All,#4682B4,0
11,22,26,-1.04203,2.63683,0.704165,1,All,#4682B4,0
12,22,26,-3.19691,4.15526,-1.86771,1,All,#4682B4,0
13,22,26,-6.10724,6.20602,2.13433,1,All,#4682B4,0
14,22,26,-2.72341,3.8216,-0.225449,1,All,#4682B4,0
15,22,26,-0.97615,2.5904,0.0926874,1,All,#4682B4,0
16,22,26,0.741759,1.37987,0.0621426,1,All,#4682B4,0
17,22,26,-3.67864,4.49471,-0.517095,1,All,#4682B4,0
18,22,26,-3.19143,4.15139,1.49595,1,All,#4682B4,0
19,22,26,-0.47797,2.23936,-0.66595,1,All,#4682B4,0
20,22,26,-2.30318,3.52549,0.111612,1,All,#4682B4,0
21,22,26,-0.18005,2.02943,-0.472172,1,All,#4682B4,0
1,22,33,-2.0816,3.36936,1.22434,1,All,#4682B4,0
2,22,33,-4.33626,4.9581,-1.02566,1,All,#4682B4,0
3,22,33,-6.3732,6.39343,-0.489941,1,All,#4682B4,0
4,22,33,-5.51484,5.78859,-0.144449,1,All,#4682B4,0
5,22,33,-10.692,9.43665,0.486186,1,All,#4682B4,0
6,22,33,-3.90912,4.65712,-0.00998682,1,All,#4682B4,0
7,22,33,-8.64578,7.9948,1.24616,1,All,#4682B4,0
8,22,33,-4.67777,5.19874,1.28081,1,All,#4682B4,0
9,22,33,-6.81664,6.7059,0.092502,1,All,#4682B4,0
10,22,33,-9.53981,8.62479,0.105754,1,All,#4682B4,0
11,22,33,-3.60995,4.44631,-0.881461,1,All,#4682B4,0
12,22,33,-6.71727,6.63588,0.434993,1,All,#4682B4,0
13,22,33,-9.49551,8.59357,1.04576,1,All,#4682B4,0
14,22,33,-5.94946,6.09484,2.2227,1,All,#4682B4,0
15,22,33,-3.70024,4.50993,-0.212992,1,All,#4682B4,0
16,22,33,-1.49306,2.95464,-0.569763,1,All,#4682B4,0
17,22,33,-7.2456,7.00817,0.926617,1,All,#4682B4,0
18,22,33,-6.70428,6.62673,-0.404703,1,All,#4682B4,0
19,22,33,-2.93387,3.96991,-1.22119,1,All,#4682B4,0
20,22,33,-5.66764,5.89626,0.96695,1,All,#4682B4,0
21,22,33,-2.73925,3.83277,0.0989172,1,All,#4682B4,0
1,23,8,5.40607,-1.14581,-1.14581,0,All,#4682B4,0
2,23,8,5.01129,-0.867627,-0.867627,0,All,#4682B4,0
3,23,8,4.78512,-0.708259,-0.708259,0,All,#4682B4,0
4,23,8,4.95516,-0.828079,-0.828079,0,All,#4682B4,0
5,23,8,5.06236,-0.903613,-0.903613,0,All,#4682B4,0
6,23,8,4.82611,-0.737143,-0.737143,0,All,#4682B4,0
7,23,8,4.76869,-0.69668,-0.69668,0,All,#4682B4,0
8,23,8,5.6109,-1.29014,-1.29014,0,All,#4682B4,0
9,23,8,4.80176,-0.719982,-0.719982,0,All,#4682B4,0
10,23,8,6.3613,-1.81891,-1.81891,0,All,#4682B4,0
11,23,8,4.93047,-0.810676,-0.810676,0,All,#4682B4,0
12,23,8,4.63115,-0.599764,-0.599764,0,All,#4682B4,0
13,23,8,5.50365,-1.21457,-1.21457,0,All,#4682B4,0
14,23,8,4.75955,-0.690239,-0.690239,0,All,#4682B4,0
15,23,8,4.79939,-0.718311,-0.718311,0,All,#4682B4,0
16,23,8,4.58051,-0.564076,-0.564076,0,All,#4682B4,0
17,23,8,5.3075,-1.07635,-1.07635,0,All,#4682B4,0
18,23,8,3.98151,-0.141994,-0.141994,0,All,#4682B4,0
19,23,8,5.56435,-1.25735,-1.25735,0,All,#4682B4,0
20,23,8,5.65594,-1.32188,-1.32188,0,All,#4682B4,0
21,23,8,4.90716,-0.794252,-0.794252,0,All,#4682B4,0
1,23,9,4.94981,-0.915912,-0.915912,0,All,#4682B4,0
2,23,9,4.45151,-0.564787,-0.564787,0,All,#4682B4,0
3,23,9,4.17149,-0.367471,-0.367471,0,All,#4682B4,0
4,23,9,4.59174,-0.663598,-0.663598,0,All,#4682B4,0
5,23,9,4.62414,-0.686428,-0.686428,0,All,#4682B4,0
6,23,9,4.38337,-0.516766,-0.516766,0,All,#4682B4,0
7,23,9,4.33444,-0.48229,-0.48229,0,All,#4682B4,0
8,23,9,4.98611,-0.94149,-0.94149,0,All,#4682B4,0
9,23,9,4.22487,-0.405084,-0.405084,0,All,#4682B4,0
10,23,9,5.76291,-1.48886,-1.48886,0,All,#4682B4,0
11,23,9,4.57797,-0.653896,-0.653896,0,All,#4682B4,0
12,23,9,4.14299,-0.347385,-0.347385,0,All,#4682B4,0
13,23,9,5.03197,-0.973802,-0.973802,0,All,#4682B4,0
14,23,9,4.27617,-0.441229,-0.441229,0,All,#4682B4,0
15,23,9,4.31139,-0.466046,-0.466046,0,All,#4682B4,0
16,23,9,4.25742,-0.428022,-0.428022,0,All,#4682B4,0
17,23,9,4.87935,-0.866265,-0.866265,0,All,#4682B4,0
18,23,9,3.36667,0.199646,0.199646,0,All,#4682B4,0
19,23,9,5.05411,-0.989403,-0.989403,0,All,#4682B4,0
20,23,9,5.2391,-1.11976,-1.11976,0,All,#4682B4,0
21,23,9,4.40948,-0.535168,-0.535168,0,All,#4682B4,0
1,23,13,3.12477,0.370101,0.370101,0,All,#4682B4,0
2,23,13,2.21244,1.01298,1.01298,0,All,#4682B4,0
3,23,13,1.71701,1.36208,1.36208,0,All,#4682B4,0
4,23,13,3.13688,0.361573,0.361573,0,All,#4682B4,0
5,23,13,2.87115,0.548818,0.548818,0,All,#4682B4,0
6,23,13,2.61186,0.731526,0.731526,0,All,#4682B4,0
7,23,13,2.59723,0.741838,0.741838,0,All,#4682B4,0
8,23,13,2.48637,0.819952,0.819952,0,All,#4682B4,0
9,23,13,1.91726,1.22097,1.22097,0,All,#4682B4,0
10,23,13,3.36929,0.1978,0.1978,0,All,#4682B4,0
11,23,13,3.16799,0.339652,0.339652,0,All,#4682B4,0
12,23,13,2.19033,1.02855,1.02855,0,All,#4682B4,0
13,23,13,3.14525,0.355676,0.355676,0,All,#4682B4,0
14,23,13,2.34265,0.921227,0.921227,0,All,#4682B4,0
15,23,13,2.35937,0.909441,0.909441,0,All,#4682B4,0
16,23,13,2.9651,0.482613,0.482613,0,All,#4682B4,0
